fecha_proceso,linea,curso,modulo,url,estado,nombre_bloque
2026-03-27 07:51:59,Diplomados,ANCESTROS Y RAICES,28,https://video.wixstatic.com/video/4ea8bc_045c8962999e4b73a3df24e0bc3df00e/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_28
2026-03-27 07:58:11,Diplomados,ANCESTROS Y RAICES,29,https://video.wixstatic.com/video/4ea8bc_e9b3930377084a2597139a6c738b97b2/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_29
2026-03-27 08:03:12,Diplomados,ANCESTROS Y RAICES,30,https://video.wixstatic.com/video/4ea8bc_ce71125fcbdc4d06aa7e47cf57993398/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_30
2026-03-27 08:08:48,Diplomados,ANCESTROS Y RAICES,31,https://video.wixstatic.com/video/4ea8bc_107c08f55552415daa6bd1d3c65cc42f/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_31
2026-03-27 08:15:45,Diplomados,ANCESTROS Y RAICES,32,https://video.wixstatic.com/video/4ea8bc_28e037f30b4f446ab2c27d9102668f67/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_32
2026-03-27 08:20:56,Diplomados,ANCESTROS Y RAICES,33,https://video.wixstatic.com/video/4ea8bc_18da98dbc0754642a4177b9c6000b0ff/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_33
2026-03-27 08:26:35,Diplomados,ANCESTROS Y RAICES,34,https://video.wixstatic.com/video/4ea8bc_fb7dd6a23b9e4ff39cbc8891eb47ba1d/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_34
2026-03-27 08:33:12,Diplomados,ANCESTROS Y RAICES,35,https://video.wixstatic.com/video/4ea8bc_da88127d31ab4adab9ef0029bdf03dd4/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_35
2026-03-27 08:39:44,Diplomados,ANCESTROS Y RAICES,36,https://video.wixstatic.com/video/4ea8bc_0ef69ec42d5746e596e050079df4553e/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_36
2026-03-27 08:42:43,Diplomados,ANCESTROS Y RAICES,37,https://video.wixstatic.com/video/4ea8bc_817b5648cfa642b49d69706303c0143d/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_37
2026-03-27 08:48:31,Diplomados,ANCESTROS Y RAICES,38,https://video.wixstatic.com/video/4ea8bc_137d3f45747f4bd4b7ad91e67ec80360/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_38
2026-03-27 08:53:32,Diplomados,ANCESTROS Y RAICES,39,https://video.wixstatic.com/video/4ea8bc_8b5f9842697c4d288540023f18854048/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_39
2026-03-27 08:59:21,Diplomados,ANCESTROS Y RAICES,40,https://video.wixstatic.com/video/4ea8bc_2c4edc387eb14b18b3eb9aa5e41a433a/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_40
2026-03-27 09:04:27,Diplomados,ANCESTROS Y RAICES,41,https://video.wixstatic.com/video/4ea8bc_4b946c80fd9a46889567bd5cc511fd83/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_41
2026-03-27 09:10:41,Diplomados,ANCESTROS Y RAICES,42,https://video.wixstatic.com/video/4ea8bc_42acb48142394bee8546da34725dfc77/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_42
2026-03-27 09:16:42,Diplomados,ANCESTROS Y RAICES,43,https://video.wixstatic.com/video/4ea8bc_30b349106323456bbf7bb49b88892433/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_43
2026-03-27 09:22:19,Diplomados,ANCESTROS Y RAICES,44,https://video.wixstatic.com/video/4ea8bc_7c816b70d3a04646b8756e8c86f635e4/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_44
2026-03-27 09:26:48,Diplomados,ANCESTROS Y RAICES,45,https://video.wixstatic.com/video/4ea8bc_24f4796afe3445b589240d95dd24b2ac/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_45
2026-03-27 09:32:43,Diplomados,ANCESTROS Y RAICES,46,https://video.wixstatic.com/video/4ea8bc_a0fcae4d7f0b4048878919319d93571c/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_46
2026-03-27 09:38:41,Diplomados,ANCESTROS Y RAICES,47,https://video.wixstatic.com/video/4ea8bc_2555c612dc6f4344905f27e559d62f0a/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_47
2026-03-27 09:43:42,Diplomados,ANCESTROS Y RAICES,48,https://video.wixstatic.com/video/4ea8bc_31ecba2cd24b4b568c28d1551aafe017/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_48
2026-03-27 09:48:44,Diplomados,ANCESTROS Y RAICES,49,https://video.wixstatic.com/video/4ea8bc_521aea3a69c349ad89dc4bcaa1d681c8/720p/mp4/file.mp4,listo,diplomados__ancestros_y_raices__modulo_49
